Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home/Science,Tamil Nadu Board,8th Tamil Nadu State Board,8th tamil nadu state board,Yes,Science,Science,Yes,5914908.0,94.0,1 min 36 sec,1 mins 34 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Air Pollution and Its Sources,"Cough! Cough! Atomic explosions, factory emissions, vehicular smoke, all contribute to air pollution affecting our health. Learn more about the sources of air pollution and their impact in this video.",tamil nadu board--8th tamil nadu state board--science--chemistry--changes around us--effects of chemical reactions
Learn/home/Mathematics,Tamil Nadu Board,8th Tamil Nadu State Board,8th tamil nadu state board,Yes,Mathematics,Mathematics,Yes,5912256.0,231.0,1 min 31 sec,3 mins 51 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Elements of a Quadrilateral,"Flying a kite with your friends on a windy day is fun, isn’t it? Did you know that a kite is a quadrilateral? Let us watch this video on the sides and angles of a quadrilateral.",tamil nadu board--8th tamil nadu state board--mathematics--geometry--geometry--construction of quadrilaterals
Learn/home,Tamil Nadu Board,9th Tamil Nadu State Board,9th tamil nadu state board,Yes,All Subjects,Mathematics,Yes,5912452.0,301.0,5 min 3 sec,5 mins 1 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Coordinate Geometry,Every point occupied by an object in the Universe is unique to the object itself. This position in the Universe is 3-dimensional. Did you know that it can be true in two dimensions too? Watch the video to know more!,tamil nadu board--9th tamil nadu state board--mathematics--geometry--coordinate geometry--introduction to coordinate geometry
Learn/home/Science,Tamil Nadu Board,9th Tamil Nadu State Board,9th tamil nadu state board,Yes,Science,Science,Yes,5912667.0,431.0,7 min 14 sec,7 mins 11 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Archimedes Principle and Buoyancy,Archimedes' principle is a scientific law that explains why objects sink or float. Shipbuilding is based on this principle. Let’s understand in detail.,tamil nadu board--9th tamil nadu state board--science--physics--fluids--buoyancy and archimedes&#39; principle
Learn/home/Mathematics,Tamil Nadu Board,9th Tamil Nadu State Board,9th tamil nadu state board,Yes,Mathematics,Mathematics,Yes,5912452.0,301.0,5 min 3 sec,5 mins 1 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Coordinate Geometry,Every point occupied by an object in the Universe is unique to the object itself. This position in the Universe is 3-dimensional. Did you know that it can be true in two dimensions too? Watch the video to know more!,tamil nadu board--9th tamil nadu state board--mathematics--geometry--coordinate geometry--introduction to coordinate geometry
Learn/home,Tamil Nadu Board,10th Tamil Nadu State Board,KEY NOT AVAILABLE,No,All Subjects,Mathematics,Yes,5912777.0,58.0,1 min 3 sec,0 mins 58 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Trigonometry,"Trigonometry! It literally means ‘measure of a triangle’! But, that’s not all! It can be applied in our day to day lives too! Let’s learn more on trigonometry and its application in this video!",Tamil Nadu Board-10th Tamil Nadu State Board-Mathematics-trigonometry-trigonometry-introduction to trigonometry
Learn/home/Science,Tamil Nadu Board,10th Tamil Nadu State Board,10th tamil nadu state board,Yes,Science,Science,Yes,5912861.0,293.0,4 min 56 sec,4 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Neutralisation Reaction,The reactions in which the reactants exchange their ions are called double displacement reactions. Neutralisation reactions are an example of double displacement reactions. Let’s see how!,tamil nadu board--10th tamil nadu state board--science--chemistry--types of chemical reactions--types of chemical reaction
Learn/home/Mathematics,Tamil Nadu Board,10th Tamil Nadu State Board,KEY NOT AVAILABLE,No,Mathematics,Mathematics,Yes,5912777.0,58.0,1 min 3 sec,0 mins 58 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Trigonometry,"Trigonometry! It literally means ‘measure of a triangle’! But, that’s not all! It can be applied in our day to day lives too! Let’s learn more on trigonometry and its application in this video!",Tamil Nadu Board-10th Tamil Nadu State Board-Mathematics-trigonometry-trigonometry-introduction to trigonometry
Learn/home,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,All Subjects,Physics,Yes,5913722.0,135.0,2 min 17 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Polar Satellites - Orbit and Its Uses,A polar orbit is one in which a satellite passes above or nearly above both poles of the Earth on each revolution. In this video we will learn about satellites that fly over the poles. We’re talking about polar satellites!,tamil nadu board--11th tamil nadu state board--physics--mechanics--gravitation--satellites
Learn/home/Physics,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,Physics,Physics,Yes,5913722.0,135.0,2 min 17 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Polar Satellites - Orbit and Its Uses,A polar orbit is one in which a satellite passes above or nearly above both poles of the Earth on each revolution. In this video we will learn about satellites that fly over the poles. We’re talking about polar satellites!,tamil nadu board--11th tamil nadu state board--physics--mechanics--gravitation--satellites
Learn/home/Mathematics,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,Mathematics,Mathematics,Yes,5913637.0,386.0,6 min 28 sec,6 mins 26 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Physical Interpretation of Derivatives,"Did you know derivatives can be used to calculate the profit and loss in business using graphs? Sounds interesting, isn’t it? Watch the video to learn more about the rules of differentiation!",tamil nadu board--11th tamil nadu state board--mathematics--differential calculus--differential calculus-differentiability and methods of differentiation--the concept of derivative
Learn/home/Chemistry,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,Chemistry,Chemistry,Yes,5913431.0,206.0,3 min 28 sec,3 mins 26 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Concept of Simple Distillation,Sea Water cant be used for drinking because it is too salty. A simple method called Distillation can make the undrinkable sea water drinkable. Watch the video on how to do it using simple apparatus in your lab.,tamil nadu board--11th tamil nadu state board--chemistry--organic chemistry--fundamentals of organic chemistry--purification of organic compounds
Learn/home/Biology,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,Biology,Biology,Yes,5915008.0,238.0,3 min 59 sec,3 mins 58 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,"Cell Organelles, ER and Golgi Body","Complex bodies, such as human beings, have organs made up of cells comprising cytoplasm, nucleus, ER and golgi, which perform essential roles. Let 's know more about ER and the golgi in this video.",tamil nadu board--11th tamil nadu state board--biology--cell biology and biomolecules--cell:the unit of life--cell organelles
Learn/home/Biology,Tamil Nadu Board,11th Tamil Nadu State Board,11th tamil nadu state board,Yes,Biology,Biology,Yes,5913193.0,371.0,6 min 11 sec,6 mins 11 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Functions of Major Enzymes,"What is Pepsi? Yes, it's your favourite drink. Now, what is pepsin? It's an enzyme that breaks down proteins into smaller amino acids. Watch this video to learn about enzymes.",tamil nadu board--11th tamil nadu state board--biology--human anatomy and physiology--digestion and absorption--digestion of food and role of digestive enzymes
Learn/home,Tamil Nadu Board,12th Tamil Nadu State Board,12th tamil nadu state board,Yes,All Subjects,Physics,Yes,5915992.0,82.0,1 min 21 sec,1 mins 22 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Angle of Dip,"As we move around the earth, the alignment of the magnetic north-south with the geographic north-south changes. How? We will discover it in this video.",tamil nadu board--12th tamil nadu state board--physics--electricity magnetism--magnetism and magnetic effects of electric current--earth&#39;s magnetism
Learn/home/Physics,Tamil Nadu Board,12th Tamil Nadu State Board,12th tamil nadu state board,Yes,Physics,Physics,Yes,5915992.0,82.0,1 min 21 sec,1 mins 22 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Angle of Dip,"As we move around the earth, the alignment of the magnetic north-south with the geographic north-south changes. How? We will discover it in this video.",tamil nadu board--12th tamil nadu state board--physics--electricity magnetism--magnetism and magnetic effects of electric current--earth&#39;s magnetism
Learn/home/Mathematics,Tamil Nadu Board,12th Tamil Nadu State Board,KEY NOT AVAILABLE,No,Mathematics,Mathematics,Yes,5915899.0,331.0,5 min 32 sec,5 mins 31 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Concept of a Function,Function is the most important section of calculus. Let’s understand the concept of function in this video.,"tamil nadu board-11th tamil nadu state board	mathematics-algebra-sets, relations and functions-functions"
Learn/home/Chemistry,Tamil Nadu Board,12th Tamil Nadu State Board,12th tamil nadu state board,Yes,Chemistry,Chemistry,Yes,5915871.0,250.0,4 min 33 sec,4 mins 10 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Coloured Ion Formation by D Block Elements,Do you feel like elements such as iron and copper are so dull yet so useful? But there are some brightly colored elements which exist as well. Do you want to know who these lucky elements are?,tamil nadu board--12th tamil nadu state board--chemistry--inorganic chemistry--coordination chemistry--theories of coordination compound
Learn/home/Biology,Tamil Nadu Board,12th Tamil Nadu State Board,12th tamil nadu state board,Yes,Biology,Biology,Yes,5915693.0,370.0,6 min 12 sec,6 mins 10 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Battle of Genetic Material: DNA Versus RNA!,What did one DNA say to the other DNA? “Do these genes make me look fat?” Why is DNA and not RNA the blueprint of life? Check this video for information on DNA and RNA..,tamil nadu board--12th tamil nadu state board--biology--genetics and evolution--molecular genetics--properties of genetic material
Learn/home,Maharashtra Board,1st Maharashtra Board,1st Maharashtra Board,Yes,All Subjects,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Maharashtra Board--1st Maharashtra Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home/Mathematics,Maharashtra Board,1st Maharashtra Board,1st Maharashtra Board,Yes,Mathematics,Environmental Studies,No,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Maharashtra Board--1st Maharashtra Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home/Environmental Studies,Maharashtra Board,1st Maharashtra Board,1st Maharashtra Board,Yes,Environmental Studies,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Maharashtra Board--1st Maharashtra Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home,Maharashtra Board,2nd Maharashtra Board,2nd Maharashtra Board,Yes,All Subjects,Mathematics,Yes,6409969.0,149.0,2 min 29 sec,2 mins 29 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Types of Surfaces and Edges of Objects,"Every objects around come in different sizes and shapes. In this video, we are going to identify the long and round objects.",Maharashtra Board--2nd Maharashtra Board--Mathematics--geometry--let's handle geometric shapes--properties of 3d-shapes
Learn/home/Mathematics,Maharashtra Board,2nd Maharashtra Board,2nd Maharashtra Board,Yes,Mathematics,Mathematics,Yes,6409969.0,149.0,2 min 29 sec,2 mins 29 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Types of Surfaces and Edges of Objects,"Every objects around come in different sizes and shapes. In this video, we are going to identify the long and round objects.",Maharashtra Board--2nd Maharashtra Board--Mathematics--geometry--let's handle geometric shapes--properties of 3d-shapes
Learn/home/Environmental Studies,Maharashtra Board,2nd Maharashtra Board,2nd Maharashtra Board,Yes,Environmental Studies,Environmental Studies,Yes,6410154.0,216.0,3 min 36 sec,3 mins 36 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,The Satellite,"In this video, you will learn about satellites and their types - natural satellite and artificial satellite. You will also learn about their different functions.",Maharashtra Board--2nd Maharashtra Board--Environmental Studies--the universe--the solar system--inner planets
Learn/home,Maharashtra Board,3rd Maharashtra Board,3rd Maharashtra Board,Yes,All Subjects,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Maharashtra Board--3rd Maharashtra Board--Mathematics--arithmetic--addition by carrying over--addition of numbers by carrying over
Learn/home/Mathematics,Maharashtra Board,3rd Maharashtra Board,3rd Maharashtra Board,Yes,Mathematics,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Maharashtra Board--3rd Maharashtra Board--Mathematics--arithmetic--addition by carrying over--addition of numbers by carrying over
Learn/home/Environmental Studies,Maharashtra Board,3rd Maharashtra Board,3rd Maharashtra Board,Yes,Environmental Studies,Environmental Studies,Yes,6410176.0,237.0,3 min 57 sec,3 mins 57 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Food Chain,Have you ever heard of food chain? It is the process which tells how energy is transferred from one organism to another. Let's learn about it in detail!,Maharashtra Board--3rd Maharashtra Board--Environmental Studies--Life Science--Our Need for Food--Food habits of different organisms
Learn/home,Maharashtra Board,4th Maharashtra Board,4th Maharashtra Board,Yes,All Subjects,Mathematics,Yes,6410053.0,79.0,1 min 19 sec,1 mins 19 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Units of Measurements,"The length of a pencil or a pen can be easily measured in centimetres! But, what about large objects like a cupBoard and a room? Watch the video to learn more about the different units of measurement!",Maharashtra Board--4th Maharashtra Board--Mathematics--arithmetic--measurement--length and it's standard units
